San Diego,http://a.espncdn.com/i/teamlogos/ncaa/500/301.png,#75BEE9
Savannah State,http://a.espncdn.com/i/teamlogos/ncaa/500/2542.png,#ED7800
Seton Hill College,http://a.espncdn.com/i/teamlogos/ncaa/500/611.png,
Shenandoah,http://a.espncdn.com/i/teamlogos/ncaa/500/2828.png,
Shepherd,http://a.espncdn.com/i/teamlogos/ncaa/500/2974.png,
Shippensburg,http://a.espncdn.com/i/teamlogos/ncaa/500/2559.png,
Slippery Rock,http://a.espncdn.com/i/teamlogos/ncaa/500/215.png,
South Carolina State,http://a.espncdn.com/i/teamlogos/ncaa/500/2569.png,#841A2B
South Dakota,http://a.espncdn.com/i/teamlogos/ncaa/500/233.png,#AD0000
South Dakota State,http://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,#0032A0
Southeastern Louisiana,http://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,#006341
Southeast Missouri State,http://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,#C8102E
Southern,http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,#69B3E7
Southern Illinois,http://a.espncdn.com/i/teamlogos/ncaa/500/79.png,#720000
Southern Oregon,http://a.espncdn.com/i/teamlogos/ncaa/500/2584.png,
Southern Utah,http://a.espncdn.com/i/teamlogos/ncaa/500/253.png,#C41425
St. Ambrose,http://a.espncdn.com/i/teamlogos/ncaa/500/2591.png,
St. Cloud State,http://a.espncdn.com/i/teamlogos/ncaa/500/2594.png,
Stephen F. Austin,http://a.espncdn.com/i/teamlogos/ncaa/500/2617.png,#3F2A55
Stetson,http://a.espncdn.com/i/teamlogos/ncaa/500/56.png,#006747
St Francis (PA),http://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,#BD1F25
St. Johns (MN),http://a.espncdn.com/i/teamlogos/ncaa/500/2600.png,
St Lawrence,http://a.espncdn.com/i/teamlogos/ncaa/500/2779.png,
Stony Brook,http://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,#16243E
Stonehill,http://a.espncdn.com/i/teamlogos/ncaa/500/284.png,#582C83
